receipt_number,word,POS,tag,
11_29,),),EXTRA,
11_29,&,CC,EXTRA,
11_29,bill,NN,EXTRA,
11_29,within,IN,EXTRA,
11_29,7,CD,EXTRA,
11_29,days,NNS,EXTRA,
11_29,Designed,VBN,EXTRA,
11_29,by,IN,EXTRA,
11_29,NVM,NNP,EXTRA,
11_29,SOLUTIONS,NNP,EXTRA,
11_29,776843023,CD,EXTRA,
11_29,113159693,CD,EXTRA,
21_35,Mega,NNP,SHOP_NAME,
21_35,Mall,NNP,SHOP_NAME,
21_35,Super,NNP,SHOP_NAME,
21_35,Market,NNP,SHOP_ADDRESS,
21_35,114,CD,SHOP_ADDRESS,
21_35,",",",",SHOP_ADDRESS,
21_35,Navalar,NNP,SHOP_ADDRESS,
21_35,Road,NNP,SHOP_ADDRESS,
21_35,",",",",SHOP_ADDRESS,
21_35,Jaffna,NNP,SHOP_ADDRESS,
21_35,Tel,NNP,TELEPHONE_NUMBER,
21_35,:021,VBD,TELEPHONE_NUMBER,
21_35,222,CD,TELEPHONE_NUMBER,
21_35,4343,CD,TELEPHONE_NUMBER,
21_35,"April,08,2019,14.36",NNP,TIME,
21_35,Ref,NNP,INVOICE_NUMBER,
21_35,283359,CD,INVOICE_NUMBER,
21_35,User,NNP,USER,
21_35,sivaa,VBD,USER,
21_35,toffee:1pcs,JJ,PRODUCT_NAME,
21_35,CS00503,NNP,BATCH_CODE,
21_35,:,:,EXTRA,
21_35,2,CD,QTY,
21_35,+//0A7//9AL///QC9-,$,EXTRA,
21_35,3,CD,UNIT_PRICE,
21_35,=,NNP,EXTRA,
21_35,6,CD,AMOUNT,
21_35,No,NNP,TOTAL_ITEMS,
21_35,of,IN,TOTAL_ITEMS,
21_35,items,NNS,TOTAL_ITEMS,
21_35,:,:,TOTAL_ITEMS,
21_35,1,CD,TOTAL_ITEMS,
21_35,Total,NN,TOTAL,
21_35,:,:,TOTAL,
21_35,RS,JJ,TOTAL,
21_35,6,CD,TOTAL,
21_35,PAID,VBN,CASH,
21_35,by,IN,CASH,
21_35,CASH,NNP,CASH,
21_35,:,:,CASH,
21_35,RS,NNP,CASH,
21_35,6,CD,CASH,
21_35,Changes,NNS,BALANCE,
21_35,:,:,BALANCE,
21_35,RS,NNP,BALANCE,
21_35,0,CD,BALANCE,
21_35,Thank,NNP,EXTRA,
21_35,You,PRP,EXTRA,
21_35,For,IN,EXTRA,
21_35,Shopping,VBG,EXTRA,
21_35,Notice,NNP,EXTRA,
21_35,Any,NNP,EXTRA,
21_35,Discrepancy,NNP,EXTRA,
21_35,",",",",EXTRA,
21_35,return,VBP,EXTRA,
21_35,the,DT,EXTRA,
21_35,item,NN,EXTRA,
21_35,(,(,EXTRA,
21_35,exchangeable*,NN,EXTRA,
21_35,),),EXTRA,
21_35,&,CC,EXTRA,
21_35,bill,NN,EXTRA,
21_35,within,IN,EXTRA,
21_35,7,CD,EXTRA,
21_35,days,NNS,EXTRA,
21_35,Designed,VBN,EXTRA,
21_35,by,IN,EXTRA,
21_35,NVM,NNP,EXTRA,
21_35,SOLUTIONS,NNP,EXTRA,
21_35,776843023,CD,EXTRA,
21_35,113159693,CD,EXTRA,
11_21,Mega,NNP,SHOP_NAME,
11_21,Mall,NNP,SHOP_NAME,
11_21,Super,NNP,SHOP_NAME,
11_21,Market,NNP,SHOP_ADDRESS,
11_21,114,CD,SHOP_ADDRESS,
11_21,",",",",SHOP_ADDRESS,
11_21,Navalar,NNP,SHOP_ADDRESS,
11_21,Road,NNP,SHOP_ADDRESS,
11_21,",",",",SHOP_ADDRESS,
11_21,Jaffna,NNP,SHOP_ADDRESS,
11_21,Tel,NNP,TELEPHONE_NUMBER,
11_21,:021,VBD,TELEPHONE_NUMBER,
11_21,222,CD,TELEPHONE_NUMBER,
11_21,4343,CD,TELEPHONE_NUMBER,
11_21,"March,20,2019,17:44",NNP,TIME,
11_21,Ref,NNP,INVOICE_NUMBER,
11_21,277778,CD,INVOICE_NUMBER,
11_21,User,NNP,USER,
11_21,sivaa,VBD,USER,
11_21,chocolate:rave:26g,JJ,PRODUCT_NAME,
11_21,CS00202,NNP,BATCH_CODE,
11_21,:,:,EXTRA,
11_21,2,CD,QTY,
11_21,+//0A7//9AL///QC9-,$,EXTRA,
11_21,30,CD,UNIT_PRICE,
11_21,=,JJ,EXTRA,
11_21,60,CD,AMOUNT,
11_21,ritzbury:milk:93g,JJ,PRODUCT_NAME,
11_21,CS01094,NNP,BATCH_CODE,
11_21,:,:,EXTRA,
11_21,1,CD,QTY,
11_21,+//0A7//9AL///QC9-,VBD,EXTRA,
11_21,120,CD,UNIT_PRICE,
11_21,120,CD,AMOUNT,
11_21,No,NN,TOTAL_ITEMS,
11_21,of,IN,TOTAL_ITEMS,
11_21,items,NNS,TOTAL_ITEMS,
11_21,:,:,TOTAL_ITEMS,
11_21,2,CD,TOTAL_ITEMS,
11_21,Total,NN,TOTAL,
11_21,:,:,TOTAL,
11_21,RS,JJ,TOTAL,
11_21,180,CD,TOTAL,
11_21,PAID,VBN,CASH,
11_21,by,IN,CASH,
11_21,CASH,NNP,CASH,
11_21,:,:,CASH,
11_21,RS,NNP,CASH,
11_21,200,CD,CASH,
11_21,Changes,NNS,BALANCE,
11_21,:,:,BALANCE,
11_21,RS,NNP,BALANCE,
11_21,20,CD,BALANCE,
11_21,Thank,NNP,EXTRA,
11_21,You,PRP,EXTRA,
11_21,For,IN,EXTRA,
11_21,Shopping,VBG,EXTRA,
11_21,Notice,NNP,EXTRA,
11_21,Any,NNP,EXTRA,
11_21,Discrepancy,NNP,EXTRA,
11_21,",",",",EXTRA,
11_21,return,VBP,EXTRA,
11_21,the,DT,EXTRA,
11_21,item,NN,EXTRA,
11_21,(,(,EXTRA,
11_21,exchangeable*,NN,EXTRA,
11_21,),),EXTRA,
11_21,&,CC,EXTRA,
11_21,bill,NN,EXTRA,
11_21,within,IN,EXTRA,
11_21,7,CD,EXTRA,
11_21,days,NNS,EXTRA,
11_21,Designed,VBN,EXTRA,
11_21,by,IN,EXTRA,
11_21,NVM,NNP,EXTRA,
11_21,SOLUTIONS,NNP,EXTRA,
11_21,776843023,CD,EXTRA,
11_21,113159693,CD,EXTRA,
21_26,Mega,NNP,SHOP_NAME,
21_26,Mall,NNP,SHOP_NAME,
21_26,Super,NNP,SHOP_NAME,
21_26,Market,NNP,SHOP_ADDRESS,
21_26,114,CD,SHOP_ADDRESS,
21_26,",",",",SHOP_ADDRESS,
21_26,Navalar,NNP,SHOP_ADDRESS,
21_26,Road,NNP,SHOP_ADDRESS,
21_26,",",",",SHOP_ADDRESS,
21_26,Jaffna,NNP,SHOP_ADDRESS,
21_26,Tel,NNP,TELEPHONE_NUMBER,
21_26,:021,VBD,TELEPHONE_NUMBER,
21_26,222,CD,TELEPHONE_NUMBER,
21_26,4343,CD,TELEPHONE_NUMBER,
21_26,"March,28,2019,19:10",NNP,TIME,
21_26,Ref,NNP,INVOICE_NUMBER,
21_26,280275,CD,INVOICE_NUMBER,
21_26,User,NNP,USER,
21_26,sivaa,VBD,USER,
21_26,maliban:chocolate,JJ,PRODUCT_NAME,
21_26,buff,NN,PRODUCT_NAME,
21_26,buscuit:100g,JJ,PRODUCT_NAME,
21_26,BS00115,NNP,BATCH_CODE,
21_26,:,:,EXTRA,
21_26,1,CD,QTY,
21_26,+//0A7//9AL///QC9-,$,EXTRA,
21_26,50,CD,UNIT_PRICE,
21_26,=,JJ,EXTRA,
21_26,50,CD,AMOUNT,
21_26,vim:,JJ,PRODUCT_NAME,
21_26,100,CD,PRODUCT_NAME,
21_26,limes:,JJ,PRODUCT_NAME,
21_26,100g,CD,PRODUCT_NAME,
21_26,CI00372,NNPS,BATCH_CODE,
21_26,:,:,EXTRA,
21_26,2,CD,QTY,
21_26,+//0A7//9AL///QC9-,$,EXTRA,
21_26,25,CD,UNIT_PRICE,
21_26,=,NNP,EXTRA,
21_26,50,CD,AMOUNT,
21_26,No,NNP,TOTAL_ITEMS,
21_26,of,IN,TOTAL_ITEMS,
21_26,items,NNS,TOTAL_ITEMS,
21_26,:,:,TOTAL_ITEMS,
21_26,2,CD,TOTAL_ITEMS,
21_26,Total,NN,TOTAL,
21_26,:,:,TOTAL,
21_26,RS,JJ,TOTAL,
21_26,100,CD,TOTAL,
21_26,PAID,VBN,CASH,
21_26,by,IN,CASH,
21_26,CASH,NNP,CASH,
21_26,:,:,CASH,
21_26,RS,NNP,CASH,
21_26,100,CD,CASH,
21_26,Changes,NNS,BALANCE,
21_26,:,:,BALANCE,
21_26,RS,NNP,BALANCE,
21_26,0,CD,BALANCE,
21_26,Thank,NNP,EXTRA,
21_26,You,PRP,EXTRA,
21_26,For,IN,EXTRA,
21_26,Shopping,VBG,EXTRA,
21_26,Notice,NNP,EXTRA,
21_26,Any,NNP,EXTRA,
21_26,Discrepancy,NNP,EXTRA,
21_26,",",",",EXTRA,
21_26,return,VBP,EXTRA,
21_26,the,DT,EXTRA,
21_26,item,NN,EXTRA,
21_26,(,(,EXTRA,
21_26,exchangeable*,NN,EXTRA,
21_26,),),EXTRA,
21_26,&,CC,EXTRA,
21_26,bill,NN,EXTRA,
21_26,within,IN,EXTRA,
21_26,7,CD,EXTRA,
21_26,days,NNS,EXTRA,
21_26,Designed,VBN,EXTRA,
21_26,by,IN,EXTRA,
21_26,NVM,NNP,EXTRA,
21_26,SOLUTIONS,NNP,EXTRA,
21_26,776843023,CD,EXTRA,
21_26,113159693,CD,EXTRA,
11_20,Mega,NNP,SHOP_NAME,
11_20,Mall,NNP,SHOP_NAME,
11_20,Super,NNP,SHOP_NAME,
11_20,Market,NNP,SHOP_ADDRESS,
11_20,114,CD,SHOP_ADDRESS,
11_20,",",",",SHOP_ADDRESS,
11_20,Navalar,NNP,SHOP_ADDRESS,
11_20,Road,NNP,SHOP_ADDRESS,
11_20,",",",",SHOP_ADDRESS,
11_20,Jaffna,NNP,SHOP_ADDRESS,
11_20,Tel,NNP,TELEPHONE_NUMBER,
11_20,:021,VBD,TELEPHONE_NUMBER,
11_20,222,CD,TELEPHONE_NUMBER,
11_20,4343,CD,TELEPHONE_NUMBER,
11_20,"March,21,2019,20:19",NNP,TIME,
11_20,Ref,NNP,INVOICE_NUMBER,
11_20,278167,CD,INVOICE_NUMBER,
11_20,User,NNP,USER,
11_20,sivaa,VBD,USER,
11_20,toffee:1pcs,JJ,PRODUCT_NAME,
11_20,CS00503,NNP,BATCH_CODE,
11_20,:,:,EXTRA,
11_20,2,CD,QTY,
11_20,+//0A7//9AL///QC9-,$,EXTRA,
11_20,3,CD,UNIT_PRICE,
11_20,=,NNP,EXTRA,
11_20,6,CD,AMOUNT,
11_20,No,NNP,TOTAL_ITEMS,
11_20,of,IN,TOTAL_ITEMS,
11_20,items,NNS,TOTAL_ITEMS,
11_20,:,:,TOTAL_ITEMS,
11_20,1,CD,TOTAL_ITEMS,
11_20,Total,NN,TOTAL,
11_20,:,:,TOTAL,
11_20,RS,JJ,TOTAL,
11_20,6,CD,TOTAL,
11_20,PAID,VBN,CASH,
11_20,by,IN,CASH,
11_20,CASH,NNP,CASH,
11_20,:,:,CASH,
11_20,RS,NNP,CASH,
11_20,6,CD,CASH,
11_20,Changes,NNS,BALANCE,
11_20,:,:,BALANCE,
11_20,RS,NNP,BALANCE,
11_20,0,CD,BALANCE,
11_20,Thank,NNP,EXTRA,
11_20,You,PRP,EXTRA,
11_20,For,IN,EXTRA,
11_20,Shopping,VBG,EXTRA,
11_20,Notice,NNP,EXTRA,
11_20,Any,NNP,EXTRA,
11_20,Discrepancy,NNP,EXTRA,
11_20,",",",",EXTRA,
11_20,return,VBP,EXTRA,
11_20,the,DT,EXTRA,
11_20,item,NN,EXTRA,
11_20,(,(,EXTRA,
11_20,exchangeable*,NN,EXTRA,
11_20,),),EXTRA,
11_20,&,CC,EXTRA,
11_20,bill,NN,EXTRA,
11_20,within,IN,EXTRA,
11_20,7,CD,EXTRA,
11_20,days,NNS,EXTRA,
11_20,Designed,VBN,EXTRA,
11_20,by,IN,EXTRA,
11_20,NVM,NNP,EXTRA,
11_20,SOLUTIONS,NNP,EXTRA,
11_20,776843023,CD,EXTRA,
11_20,113159693,CD,EXTRA,
21_29,Mega,NNP,SHOP_NAME,
21_29,Mall,NNP,SHOP_NAME,
21_29,Super,NNP,SHOP_NAME,
21_29,Market,NNP,SHOP_ADDRESS,
21_29,114,CD,SHOP_ADDRESS,
21_29,",",",",SHOP_ADDRESS,
21_29,Navalar,NNP,SHOP_ADDRESS,
21_29,Road,NNP,SHOP_ADDRESS,
21_29,",",",",SHOP_ADDRESS,
21_29,Jaffna,NNP,SHOP_ADDRESS,
21_29,Tel,NNP,TELEPHONE_NUMBER,
21_29,:021,VBD,TELEPHONE_NUMBER,
21_29,222,CD,TELEPHONE_NUMBER,
21_29,4343,CD,TELEPHONE_NUMBER,
21_29,"April,06,2019,00:18",NNP,TIME,
21_29,Ref,NNP,INVOICE_NUMBER,
21_29,282598,CD,INVOICE_NUMBER,
21_29,User,NNP,USER,
21_29,sivaa,NN,USER,
21_29,nadu,RB,PRODUCT_NAME,
21_29,rice:7936,JJ,PRODUCT_NAME,
21_29,GY00015,NNP,BATCH_CODE,
21_29,:,:,EXTRA,
21_29,1,CD,QTY,
21_29,+//0A7//9AL///QC9-,$,EXTRA,
21_29,80,CD,UNIT_PRICE,
21_29,=,NNP,EXTRA,
21_29,80,CD,AMOUNT,
21_29,No,NNP,TOTAL_ITEMS,
21_29,of,IN,TOTAL_ITEMS,
21_29,items,NNS,TOTAL_ITEMS,
21_29,:,:,TOTAL_ITEMS,
21_29,1,CD,TOTAL_ITEMS,
21_29,Total,NN,TOTAL,
21_29,:,:,TOTAL,
21_29,RS,JJ,TOTAL,
21_29,80,CD,TOTAL,
21_29,PAID,VBN,CASH,
21_29,by,IN,CASH,
21_29,CASH,NNP,CASH,
21_29,:,:,CASH,
21_29,RS,NNP,CASH,
21_29,100,CD,CASH,
21_29,Changes,NNS,BALANCE,
21_29,:,:,BALANCE,
21_29,RS,NNP,BALANCE,
21_29,20,CD,BALANCE,
21_29,Thank,NNP,EXTRA,
21_29,You,PRP,EXTRA,
21_29,For,IN,EXTRA,
21_29,Shopping,VBG,EXTRA,
21_29,Notice,NNP,EXTRA,
21_29,Any,NNP,EXTRA,
21_29,Discrepancy,NNP,EXTRA,
21_29,",",",",EXTRA,
21_29,return,VBP,EXTRA,
21_29,the,DT,EXTRA,
21_29,item,NN,EXTRA,
21_29,(,(,EXTRA,
21_29,exchangeable*,NN,EXTRA,
21_29,),),EXTRA,
21_29,&,CC,EXTRA,
21_29,bill,NN,EXTRA,
21_29,within,IN,EXTRA,
21_29,7,CD,EXTRA,
21_29,days,NNS,EXTRA,
21_29,Designed,VBN,EXTRA,
21_29,by,IN,EXTRA,
21_29,NVM,NNP,EXTRA,
21_29,SOLUTIONS,NNP,EXTRA,
21_29,776843023,CD,EXTRA,
21_29,113159693,CD,EXTRA,
21_31,Mega,NNP,SHOP_NAME,
21_31,Mall,NNP,SHOP_NAME,
21_31,Super,NNP,SHOP_NAME,
21_31,Market,NNP,SHOP_ADDRESS,
21_31,114,CD,SHOP_ADDRESS,
21_31,",",",",SHOP_ADDRESS,
21_31,Navalar,NNP,SHOP_ADDRESS,
21_31,Road,NNP,SHOP_ADDRESS,
21_31,",",",",SHOP_ADDRESS,
21_31,Jaffna,NNP,SHOP_ADDRESS,
21_31,Tel,NNP,TELEPHONE_NUMBER,
21_31,:021,VBD,TELEPHONE_NUMBER,
21_31,222,CD,TELEPHONE_NUMBER,
21_31,4343,CD,TELEPHONE_NUMBER,
21_31,"April,08,2019,14:18",NNP,TIME,
21_31,Ref,NNP,INVOICE_NUMBER,
21_31,283344,CD,INVOICE_NUMBER,
21_31,User,NNP,USER,
21_31,sivaa,VBD,USER,
21_31,gas:12.5kg:7084,JJ,PRODUCT_NAME,
21_31,HH00103,NNP,BATCH_CODE,
21_31,:,:,EXTRA,
21_31,1,CD,QTY,
21_31,+//0A7//9AL///QC9-,$,EXTRA,
21_31,1853,CD,UNIT_PRICE,
21_31,=,NNP,EXTRA,
21_31,1853,CD,AMOUNT,
21_31,No,NNP,TOTAL_ITEMS,
21_31,of,IN,TOTAL_ITEMS,
21_31,items,NNS,TOTAL_ITEMS,
21_31,:,:,TOTAL_ITEMS,
21_31,1,CD,TOTAL_ITEMS,
21_31,Total,NN,TOTAL,
21_31,:,:,TOTAL,
21_31,RS,JJ,TOTAL,
21_31,1853,CD,TOTAL,
21_31,PAID,VBN,CASH,
21_31,by,IN,CASH,
21_31,CASH,NNP,CASH,
21_31,:,:,CASH,
21_31,RS,NNP,CASH,
21_31,1920,CD,CASH,
21_31,Changes,NNS,BALANCE,
21_31,:,:,BALANCE,
21_31,RS,NNP,BALANCE,
21_31,67,CD,BALANCE,
21_31,Thank,NNP,EXTRA,
21_31,You,PRP,EXTRA,
21_31,For,IN,EXTRA,
21_31,Shopping,VBG,EXTRA,
21_31,Notice,NNP,EXTRA,
21_31,Any,NNP,EXTRA,
21_31,Discrepancy,NNP,EXTRA,
21_31,",",",",EXTRA,
21_31,return,VBP,EXTRA,
21_31,the,DT,EXTRA,
21_31,item,NN,EXTRA,
21_31,(,(,EXTRA,
21_31,exchangeable*,NN,EXTRA,
21_31,),),EXTRA,
21_31,&,CC,EXTRA,
21_31,bill,NN,EXTRA,
21_31,within,IN,EXTRA,
21_31,7,CD,EXTRA,
21_31,days,NNS,EXTRA,
21_31,Designed,VBN,EXTRA,
21_31,by,IN,EXTRA,
21_31,NVM,NNP,EXTRA,
21_31,SOLUTIONS,NNP,EXTRA,
21_31,776843023,CD,EXTRA,
21_31,113159693,CD,EXTRA,
11_25,Mega,NNP,SHOP_NAME,
11_25,Mall,NNP,SHOP_NAME,
11_25,Super,NNP,SHOP_NAME,
11_25,Market,NNP,SHOP_ADDRESS,
11_25,114,CD,SHOP_ADDRESS,
11_25,",",",",SHOP_ADDRESS,
11_25,Navalar,NNP,SHOP_ADDRESS,
11_25,Road,NNP,SHOP_ADDRESS,
11_25,",",",",SHOP_ADDRESS,
11_25,Jaffna,NNP,SHOP_ADDRESS,
11_25,Tel,NNP,TELEPHONE_NUMBER,
11_25,:021,VBD,TELEPHONE_NUMBER,
11_25,222,CD,TELEPHONE_NUMBER,
11_25,4343,CD,TELEPHONE_NUMBER,
11_25,"March,20,2019,19:00",NNP,TIME,
11_25,Ref,NNP,INVOICE_NUMBER,
11_25,277827,CD,INVOICE_NUMBER,
11_25,User,NNP,USER,
11_25,sivaa,NN,USER,
11_25,dialog,NN,PRODUCT_NAME,
11_25,card:99/=,JJ,PRODUCT_NAME,
11_25,RD00109,NNP,BATCH_CODE,
11_25,:,:,EXTRA,
11_25,1,CD,QTY,
11_25,+//0A7//9AL///QC9-,$,EXTRA,
11_25,99,CD,UNIT_PRICE,
11_25,=,JJ,EXTRA,
11_25,99,CD,AMOUNT,
11_25,maliban:nice,JJ,PRODUCT_NAME,
11_25,buscuit:100g,JJ,PRODUCT_NAME,
11_25,BS00151,NNP,BATCH_CODE,
11_25,:,:,EXTRA,
11_25,1,CD,QTY,
11_25,+//0A7//9AL///QC9-,VBD,EXTRA,
11_25,50,CD,UNIT_PRICE,
11_25,50,CD,AMOUNT,
11_25,No,NN,TOTAL_ITEMS,
11_25,of,IN,TOTAL_ITEMS,
11_25,items,NNS,TOTAL_ITEMS,
11_25,:,:,TOTAL_ITEMS,
11_25,2,CD,TOTAL_ITEMS,
11_25,Total,NN,TOTAL,
11_25,:,:,TOTAL,
11_25,RS,JJ,TOTAL,
11_25,149,CD,TOTAL,
11_25,PAID,VBN,CASH,
11_25,by,IN,CASH,
11_25,CASH,NNP,CASH,
11_25,:,:,CASH,
11_25,RS,NNP,CASH,
11_25,500,CD,CASH,
11_25,Changes,NNS,BALANCE,
11_25,:,:,BALANCE,
11_25,RS,NNP,BALANCE,
11_25,351,CD,BALANCE,
11_25,Thank,NNP,EXTRA,
11_25,You,PRP,EXTRA,
11_25,For,IN,EXTRA,
11_25,Shopping,VBG,EXTRA,
11_25,Notice,NNP,EXTRA,
11_25,Any,NNP,EXTRA,
11_25,Discrepancy,NNP,EXTRA,
11_25,",",",",EXTRA,
11_25,return,VBP,EXTRA,
11_25,the,DT,EXTRA,
11_25,item,NN,EXTRA,
11_25,(,(,EXTRA,
11_25,exchangeable*,NN,EXTRA,
11_25,),),EXTRA,
11_25,&,CC,EXTRA,
11_25,bill,NN,EXTRA,
11_25,within,IN,EXTRA,
11_25,7,CD,EXTRA,
11_25,days,NNS,EXTRA,
11_25,Designed,VBN,EXTRA,
11_25,by,IN,EXTRA,
11_25,NVM,NNP,EXTRA,
11_25,SOLUTIONS,NNP,EXTRA,
11_25,776843023,CD,EXTRA,
11_25,113159693,CD,EXTRA,
11_23,Mega,NNP,SHOP_NAME,
11_23,Mall,NNP,SHOP_NAME,
11_23,Super,NNP,SHOP_NAME,
11_23,Market,NNP,SHOP_ADDRESS,
11_23,114,CD,SHOP_ADDRESS,
11_23,",",",",SHOP_ADDRESS,
11_23,Navalar,NNP,SHOP_ADDRESS,
11_23,Road,NNP,SHOP_ADDRESS,
11_23,",",",",SHOP_ADDRESS,
11_23,Jaffna,NNP,SHOP_ADDRESS,
11_23,Tel,NNP,TELEPHONE_NUMBER,
11_23,:021,VBD,TELEPHONE_NUMBER,
11_23,222,CD,TELEPHONE_NUMBER,
11_23,4343,CD,TELEPHONE_NUMBER,
11_23,"March,20,2019,12:59",NNP,TIME,
11_23,Ref,NNP,INVOICE_NUMBER,
11_23,277662,CD,INVOICE_NUMBER,
11_23,User,NNP,USER,
11_23,sivaa,JJ,USER,
11_23,airtel,NN,PRODUCT_NAME,
11_23,card:100/=,JJ,PRODUCT_NAME,
11_23,RD00109,NNP,BATCH_CODE,
11_23,:,:,EXTRA,
11_23,1,CD,QTY,
11_23,+//0A7//9AL///QC9-,$,EXTRA,
11_23,100,CD,UNIT_PRICE,
11_23,=,$,EXTRA,
11_23,100,CD,AMOUNT,
11_23,airtel,NN,PRODUCT_NAME,
11_23,card:50/=,JJ,PRODUCT_NAME,
11_23,RD00104,NNP,BATCH_CODE,
11_23,:,:,EXTRA,
11_23,1,CD,QTY,
11_23,+//0A7//9AL///QC9-,VBD,EXTRA,
11_23,50,CD,UNIT_PRICE,
11_23,50,CD,AMOUNT,
11_23,No,NN,TOTAL_ITEMS,
11_23,of,IN,TOTAL_ITEMS,
11_23,items,NNS,TOTAL_ITEMS,
11_23,:,:,TOTAL_ITEMS,
11_23,2,CD,TOTAL_ITEMS,
11_23,Total,NN,TOTAL,
11_23,:,:,TOTAL,
11_23,RS,JJ,TOTAL,
11_23,150,CD,TOTAL,
11_23,PAID,VBN,CASH,
11_23,by,IN,CASH,
11_23,CASH,NNP,CASH,
11_23,:,:,CASH,
11_23,RS,NNP,CASH,
11_23,150,CD,CASH,
11_23,Changes,NNS,BALANCE,
11_23,:,:,BALANCE,
11_23,RS,NNP,BALANCE,
11_23,0,CD,BALANCE,
11_23,Thank,NNP,EXTRA,
11_23,You,PRP,EXTRA,
11_23,For,IN,EXTRA,
11_23,Shopping,VBG,EXTRA,
11_23,Notice,NNP,EXTRA,
11_23,Any,NNP,EXTRA,
11_23,Discrepancy,NNP,EXTRA,
11_23,",",",",EXTRA,
11_23,return,VBP,EXTRA,
11_23,the,DT,EXTRA,
11_23,item,NN,EXTRA,
11_23,(,(,EXTRA,
11_23,exchangeable*,NN,EXTRA,
11_23,),),EXTRA,
11_23,&,CC,EXTRA,
11_23,bill,NN,EXTRA,
11_23,within,IN,EXTRA,
11_23,7,CD,EXTRA,
11_23,days,NNS,EXTRA,
11_23,Designed,VBN,EXTRA,
11_23,by,IN,EXTRA,
11_23,NVM,NNP,EXTRA,
11_23,SOLUTIONS,NNP,EXTRA,
11_23,776843023,CD,EXTRA,
11_23,113159693,CD,EXTRA,
11_28,Mega,NNP,SHOP_NAME,
11_28,Mall,NNP,SHOP_NAME,
11_28,Super,NNP,SHOP_NAME,
11_28,Market,NNP,SHOP_ADDRESS,
11_28,114,CD,SHOP_ADDRESS,
11_28,",",",",SHOP_ADDRESS,
11_28,Navalar,NNP,SHOP_ADDRESS,
11_28,Road,NNP,SHOP_ADDRESS,
11_28,",",",",SHOP_ADDRESS,
11_28,Jaffna,NNP,SHOP_ADDRESS,
11_28,Tel,NNP,TELEPHONE_NUMBER,
11_28,:021,VBD,TELEPHONE_NUMBER,
11_28,222,CD,TELEPHONE_NUMBER,
11_28,4343,CD,TELEPHONE_NUMBER,
11_28,"March,20,2019,12:11",NNP,TIME,
11_28,Ref,NNP,INVOICE_NUMBER,
11_28,277635,CD,INVOICE_NUMBER,
11_28,User,NNP,USER,
11_28,sivaa,VBD,USER,
11_28,sony:aaa:1pcs,JJ,PRODUCT_NAME,
11_28,ET00402,NNP,BATCH_CODE,
11_28,:,:,EXTRA,
11_28,2,CD,QTY,
11_28,+//0A7//9AL///QC9-,$,EXTRA,
11_28,35,CD,UNIT_PRICE,
11_28,=,NNP,EXTRA,
11_28,70,CD,AMOUNT,
11_28,No,NNP,TOTAL_ITEMS,
11_28,of,IN,TOTAL_ITEMS,
11_28,items,NNS,TOTAL_ITEMS,
11_28,:,:,TOTAL_ITEMS,
11_28,1,CD,TOTAL_ITEMS,
11_28,Total,NN,TOTAL,
11_28,:,:,TOTAL,
11_28,RS,JJ,TOTAL,
11_28,70,CD,TOTAL,
11_28,PAID,VBN,CASH,
11_28,by,IN,CASH,
11_28,CASH,NNP,CASH,
11_28,:,:,CASH,
11_28,RS,NNP,CASH,
11_28,100,CD,CASH,
11_28,Changes,NNS,BALANCE,
11_28,:,:,BALANCE,
11_28,RS,NNP,BALANCE,
11_28,30,CD,BALANCE,
11_28,Thank,NNP,EXTRA,
11_28,You,PRP,EXTRA,
11_28,For,IN,EXTRA,
11_28,Shopping,VBG,EXTRA,
11_28,Notice,NNP,EXTRA,
11_28,Any,NNP,EXTRA,
11_28,Discrepancy,NNP,EXTRA,
11_28,",",",",EXTRA,
11_28,return,VBP,EXTRA,
11_28,the,DT,EXTRA,
11_28,item,NN,EXTRA,
11_28,(,(,EXTRA,
11_28,exchangeable*,NN,EXTRA,
11_28,),),EXTRA,
11_28,&,CC,EXTRA,
11_28,bill,NN,EXTRA,
11_28,within,IN,EXTRA,
11_28,7,CD,EXTRA,
11_28,days,NNS,EXTRA,
11_28,Designed,VBN,EXTRA,
11_28,by,IN,EXTRA,
11_28,NVM,NNP,EXTRA,
11_28,SOLUTIONS,NNP,EXTRA,
11_28,776843023,CD,EXTRA,
11_28,113159693,CD,EXTRA,
11_26,Mega,NNP,SHOP_NAME,
11_26,Mall,NNP,SHOP_NAME,
11_26,Super,NNP,SHOP_NAME,
11_26,Market,NNP,SHOP_ADDRESS,
11_26,114,CD,SHOP_ADDRESS,
11_26,",",",",SHOP_ADDRESS,
11_26,Navalar,NNP,SHOP_ADDRESS,
11_26,Road,NNP,SHOP_ADDRESS,
11_26,",",",",SHOP_ADDRESS,
11_26,Jaffna,NNP,SHOP_ADDRESS,
11_26,Tel,NNP,TELEPHONE_NUMBER,
11_26,:021,VBD,TELEPHONE_NUMBER,
11_26,222,CD,TELEPHONE_NUMBER,
11_26,4343,CD,TELEPHONE_NUMBER,
11_26,"March,20,2019,13:49",NNP,TIME,
11_26,Ref,NNP,INVOICE_NUMBER,
11_26,277687,CD,INVOICE_NUMBER,
11_26,User,NNP,USER,
11_26,sivaa,VBD,USER,
11_26,toffee:1pcs,JJ,PRODUCT_NAME,
11_26,CS00503,NNP,BATCH_CODE,
11_26,:,:,EXTRA,
11_26,1,CD,QTY,
11_26,+//0A7//9AL///QC9-,$,EXTRA,
11_26,3,CD,UNIT_PRICE,
